edge_type_id target_query source_query dynamics_params distance_range model_template target_sections syn_weight delay
100 cell_name=='HCOCell2' cell_name=='HCOCell1' GABA_InhToInh.json "[0, 999]" Exp2Syn ['soma'] 0.4 0.0
101 cell_name=='HCOCell1' cell_name=='HCOCell2' GABA_InhToInh.json "[0, 999]" Exp2Syn ['soma'] 0.4 0.0
